title,author,school,sentence_spacy,sentence_str,original_publication_date,corpus_edition_date,sentence_length,sentence_lowered,tokenized_txt,lemmatized_str
Capital,Marx,communism,"The implements of labour, in the form of machinery, necessitate the substitution of natural forces for human force, and the conscious application of science, instead of rule of thumb.","The implements of labour, in the form of machinery, necessitate the substitution of natural forces for human force, and the conscious application of science, instead of rule of thumb.",1883,1887,183,"the implements of labour, in the form of machinery, necessitate the substitution of natural forces for human force, and the conscious application of science, instead of rule of thumb.","['the', 'implements', 'of', 'labour', 'in', 'the', 'form', 'of', 'machinery', 'necessitate', 'the', 'substitution', 'of', 'natural', 'forces', 'for', 'human', 'force', 'and', 'the', 'conscious', 'application', 'of', 'science', 'instead', 'of', 'rule', 'of', 'thumb']"," the implement of labour , in the form of machinery , necessitate the substitution of natural force for human force , and the conscious application of science , instead of rule of thumb ."
Capital,Marx,communism,"Although, therefore, it is clear at the first glance that, by incorporating both stupendous physical forces, and the natural sciences, with the process of production, Modern Industry raises the productiveness of labour to an extraordinary degree, it is by no means equally clear, that this increased productive force is not, on the other hand, purchased by an increased expenditure of labour.","Although, therefore, it is clear at the first glance that, by incorporating both stupendous physical forces, and the natural sciences, with the process of production, Modern Industry raises the productiveness of labour to an extraordinary degree, it is by no means equally clear, that this increased productive force is not, on the other hand, purchased by an increased expenditure of labour.",1883,1887,392,"although, therefore, it is clear at the first glance that, by incorporating both stupendous physical forces, and the natural sciences, with the process of production, modern industry raises the productiveness of labour to an extraordinary degree, it is by no means equally clear, that this increased productive force is not, on the other hand, purchased by an increased expenditure of labour.","['although', 'therefore', 'it', 'is', 'clear', 'at', 'the', 'first', 'glance', 'that', 'by', 'incorporating', 'both', 'stupendous', 'physical', 'forces', 'and', 'the', 'natural', 'sciences', 'with', 'the', 'process', 'of', 'production', 'modern', 'industry', 'raises', 'the', 'productiveness', 'of', 'labour', 'to', 'an', 'extraordinary', 'degree', 'it', 'is', 'by', 'no', 'means', 'equally', 'clear', 'that', 'this', 'increased', 'productive', 'force', 'is', 'not', 'on', 'the', 'other', 'hand', 'purchased', 'by', 'an', 'increased', 'expenditure', 'of', 'labour']"," although , therefore , -PRON- be clear at the first glance that , by incorporate both stupendous physical force , and the natural sciences , with the process of production , Modern Industry raise the productiveness of labour to an extraordinary degree , -PRON- be by no mean equally clear , that this increase productive force be not , on the other hand , purchase by an increase expenditure of labour ."
Capital,Marx,communism,"But this difference between the instrument as a whole and its daily wear and tear, is much greater in a machine than in a tool, because the machine, being made from more durable material, has a longer life; because its employment, being regulated by strictly scientific laws, allows of greater economy in the wear and tear of its parts, and in the materials it consumes; and lastly, because its field of production is incomparably larger than that of a tool.","But this difference between the instrument as a whole and its daily wear and tear, is much greater in a machine than in a tool, because the machine, being made from more durable material, has a longer life; because its employment, being regulated by strictly scientific laws, allows of greater economy in the wear and tear of its parts, and in the materials it consumes; and lastly, because its field of production is incomparably larger than that of a tool.",1883,1887,458,"but this difference between the instrument as a whole and its daily wear and tear, is much greater in a machine than in a tool, because the machine, being made from more durable material, has a longer life; because its employment, being regulated by strictly scientific laws, allows of greater economy in the wear and tear of its parts, and in the materials it consumes; and lastly, because its field of production is incomparably larger than that of a tool.","['but', 'this', 'difference', 'between', 'the', 'instrument', 'as', 'whole', 'and', 'its', 'daily', 'wear', 'and', 'tear', 'is', 'much', 'greater', 'in', 'machine', 'than', 'in', 'tool', 'because', 'the', 'machine', 'being', 'made', 'from', 'more', 'durable', 'material', 'has', 'longer', 'life', 'because', 'its', 'employment', 'being', 'regulated', 'by', 'strictly', 'scientific', 'laws', 'allows', 'of', 'greater', 'economy', 'in', 'the', 'wear', 'and', 'tear', 'of', 'its', 'parts', 'and', 'in', 'the', 'materials', 'it', 'consumes', 'and', 'lastly', 'because', 'its', 'field', 'of', 'production', 'is', 'incomparably', 'larger', 'than', 'that', 'of', 'tool']"," but this difference between the instrument as a whole and -PRON- daily wear and tear , be much great in a machine than in a tool , because the machine , be make from more durable material , have a long life ; because -PRON- employment , be regulate by strictly scientific law , allow of great economy in the wear and tear of -PRON- part , and in the material -PRON- consume ; and lastly , because -PRON- field of production be incomparably large than that of a tool ."
Capital,Marx,communism,"This is a superior class of workmen, some of them scientifically educated, others brought up to a trade; it is distinct from the factory operative class, and merely aggregated to it.","This is a superior class of workmen, some of them scientifically educated, others brought up to a trade; it is distinct from the factory operative class, and merely aggregated to it.",1883,1887,182,"this is a superior class of workmen, some of them scientifically educated, others brought up to a trade; it is distinct from the factory operative class, and merely aggregated to it.","['this', 'is', 'superior', 'class', 'of', 'workmen', 'some', 'of', 'them', 'scientifically', 'educated', 'others', 'brought', 'up', 'to', 'trade', 'it', 'is', 'distinct', 'from', 'the', 'factory', 'operative', 'class', 'and', 'merely', 'aggregated', 'to', 'it']"," this be a superior class of workman , some of -PRON- scientifically educate , other bring up to a trade ; -PRON- be distinct from the factory operative class , and merely aggregate to -PRON- ."
Capital,Marx,communism,"The special skill of each individual insignificant factory operative vanishes as an infinitesimal quantity before the science, the gigantic physical forces, and the mass of labour that are embodied in the factory mechanism and, together with that mechanism, constitute the power of the master.","The special skill of each individual insignificant factory operative vanishes as an infinitesimal quantity before the science, the gigantic physical forces, and the mass of labour that are embodied in the factory mechanism and, together with that mechanism, constitute the power of the master.",1883,1887,293,"the special skill of each individual insignificant factory operative vanishes as an infinitesimal quantity before the science, the gigantic physical forces, and the mass of labour that are embodied in the factory mechanism and, together with that mechanism, constitute the power of the master.","['the', 'special', 'skill', 'of', 'each', 'individual', 'insignificant', 'factory', 'operative', 'vanishes', 'as', 'an', 'infinitesimal', 'quantity', 'before', 'the', 'science', 'the', 'gigantic', 'physical', 'forces', 'and', 'the', 'mass', 'of', 'labour', 'that', 'are', 'embodied', 'in', 'the', 'factory', 'mechanism', 'and', 'together', 'with', 'that', 'mechanism', 'constitute', 'the', 'power', 'of', 'the', 'master']"," the special skill of each individual insignificant factory operative vanish as an infinitesimal quantity before the science , the gigantic physical force , and the mass of labour that be embody in the factory mechanism and , together with that mechanism , constitute the power of the master ."
Capital,Marx,communism,"Ure says of a machine used in calico printing: At length capitalists sought deliverance from this intolerable bondage namely the, in their eyes, burdensome terms of their contracts with the workmen in the resources of science, and were speedily re instated in their legitimate rule, that of the head over the inferior members.","Ure says of a machine used in calico printing: At length capitalists sought deliverance from this intolerable bondage namely the, in their eyes, burdensome terms of their contracts with the workmen in the resources of science, and were speedily re instated in their legitimate rule, that of the head over the inferior members.",1883,1887,326,"ure says of a machine used in calico printing: at length capitalists sought deliverance from this intolerable bondage namely the, in their eyes, burdensome terms of their contracts with the workmen in the resources of science, and were speedily re instated in their legitimate rule, that of the head over the inferior members.","['ure', 'says', 'of', 'machine', 'used', 'in', 'calico', 'printing', 'at', 'length', 'capitalists', 'sought', 'deliverance', 'from', 'this', 'intolerable', 'bondage', 'namely', 'the', 'in', 'their', 'eyes', 'burdensome', 'terms', 'of', 'their', 'contracts', 'with', 'the', 'workmen', 'in', 'the', 'resources', 'of', 'science', 'and', 'were', 'speedily', 're', 'instated', 'in', 'their', 'legitimate', 'rule', 'that', 'of', 'the', 'head', 'over', 'the', 'inferior', 'members']"," Ure say of a machine use in calico printing : at length capitalist seek deliverance from this intolerable bondage namely the , in -PRON- eye , burdensome term of -PRON- contract with the workman in the resource of science , and be speedily re instate in -PRON- legitimate rule , that of the head over the inferior member ."
Capital,Marx,communism,"This invention confirms the great doctrine already propounded, that when capital enlists science into her service, the refractory hand of labour will always be taught docility.","This invention confirms the great doctrine already propounded, that when capital enlists science into her service, the refractory hand of labour will always be taught docility.",1883,1887,176,"this invention confirms the great doctrine already propounded, that when capital enlists science into her service, the refractory hand of labour will always be taught docility.","['this', 'invention', 'confirms', 'the', 'great', 'doctrine', 'already', 'propounded', 'that', 'when', 'capital', 'enlists', 'science', 'into', 'her', 'service', 'the', 'refractory', 'hand', 'of', 'labour', 'will', 'always', 'be', 'taught', 'docility']"," this invention confirm the great doctrine already propound , that when capital enlist science into -PRON- service , the refractory hand of labour will always be teach docility ."
Capital,Marx,communism,"For instance, after propounding the doctrine stated above, that capital, with the aid of science taken into its pay, always reduces the refractory hand of labour to docility, he grows indignant because it (physico mechanical science) has been accused of lending itself to the rich capitalist as an instrument for harassing the poor.","For instance, after propounding the doctrine stated above, that capital, with the aid of science taken into its pay, always reduces the refractory hand of labour to docility, he grows indignant because it (physico mechanical science) has been accused of lending itself to the rich capitalist as an instrument for harassing the poor.",1883,1887,332,"for instance, after propounding the doctrine stated above, that capital, with the aid of science taken into its pay, always reduces the refractory hand of labour to docility, he grows indignant because it (physico mechanical science) has been accused of lending itself to the rich capitalist as an instrument for harassing the poor.","['for', 'instance', 'after', 'propounding', 'the', 'doctrine', 'stated', 'above', 'that', 'capital', 'with', 'the', 'aid', 'of', 'science', 'taken', 'into', 'its', 'pay', 'always', 'reduces', 'the', 'refractory', 'hand', 'of', 'labour', 'to', 'docility', 'he', 'grows', 'indignant', 'because', 'it', 'physico', 'mechanical', 'science', 'has', 'been', 'accused', 'of', 'lending', 'itself', 'to', 'the', 'rich', 'capitalist', 'as', 'an', 'instrument', 'for', 'harassing', 'the', 'poor']"," for instance , after propound the doctrine state above , that capital , with the aid of science take into -PRON- pay , always reduce the refractory hand of labour to docility , -PRON- grow indignant because -PRON- ( physico mechanical science ) have be accuse of lend -PRON- to the rich capitalist as an instrument for harass the poor ."
Capital,Marx,communism,"The principle, carried out in the factory system, of analysing the process of production into its constituent phases, and of solving the problems thus proposed by the application of mechanics, of chemistry, and of the whole range of the natural sciences, becomes the determining principle everywhere.","The principle, carried out in the factory system, of analysing the process of production into its constituent phases, and of solving the problems thus proposed by the application of mechanics, of chemistry, and of the whole range of the natural sciences, becomes the determining principle everywhere.",1883,1887,300,"the principle, carried out in the factory system, of analysing the process of production into its constituent phases, and of solving the problems thus proposed by the application of mechanics, of chemistry, and of the whole range of the natural sciences, becomes the determining principle everywhere.","['the', 'principle', 'carried', 'out', 'in', 'the', 'factory', 'system', 'of', 'analysing', 'the', 'process', 'of', 'production', 'into', 'its', 'constituent', 'phases', 'and', 'of', 'solving', 'the', 'problems', 'thus', 'proposed', 'by', 'the', 'application', 'of', 'mechanics', 'of', 'chemistry', 'and', 'of', 'the', 'whole', 'range', 'of', 'the', 'natural', 'sciences', 'becomes', 'the', 'determining', 'principle', 'everywhere']"," the principle , carry out in the factory system , of analyse the process of production into -PRON- constituent phase , and of solve the problem thus propose by the application of mechanic , of chemistry , and of the whole range of the natural sciences , become the determine principle everywhere ."
Capital,Marx,communism,Further information on this point will be found in Senior's speech at the Social Science Congress at Edinburgh in.,Further information on this point will be found in Senior's speech at the Social Science Congress at Edinburgh in.,1883,1887,114,further information on this point will be found in senior's speech at the social science congress at edinburgh in.,"['further', 'information', 'on', 'this', 'point', 'will', 'be', 'found', 'in', 'senior', 'speech', 'at', 'the', 'social', 'science', 'congress', 'at', 'edinburgh', 'in']", further information on this point will be find in Senior 's speech at the Social Science Congress at Edinburgh in .
Capital,Marx,communism,"The principle which it pursued, of resolving each process into its constituent movements, without any regard to their possible execution by the hand of man, created the new modern science of technology.","The principle which it pursued, of resolving each process into its constituent movements, without any regard to their possible execution by the hand of man, created the new modern science of technology.",1883,1887,202,"the principle which it pursued, of resolving each process into its constituent movements, without any regard to their possible execution by the hand of man, created the new modern science of technology.","['the', 'principle', 'which', 'it', 'pursued', 'of', 'resolving', 'each', 'process', 'into', 'its', 'constituent', 'movements', 'without', 'any', 'regard', 'to', 'their', 'possible', 'execution', 'by', 'the', 'hand', 'of', 'man', 'created', 'the', 'new', 'modern', 'science', 'of', 'technology']"," the principle which -PRON- pursue , of resolve each process into -PRON- constituent movement , without any regard to -PRON- possible execution by the hand of man , create the new modern science of technology ."
Capital,Marx,communism,"The varied, apparently unconnected, and petrified forms of the industrial processes now resolved themselves into so many conscious and systematic applications of natural science to the attainment of given useful effects.","The varied, apparently unconnected, and petrified forms of the industrial processes now resolved themselves into so many conscious and systematic applications of natural science to the attainment of given useful effects.",1883,1887,220,"the varied, apparently unconnected, and petrified forms of the industrial processes now resolved themselves into so many conscious and systematic applications of natural science to the attainment of given useful effects.","['the', 'varied', 'apparently', 'unconnected', 'and', 'petrified', 'forms', 'of', 'the', 'industrial', 'processes', 'now', 'resolved', 'themselves', 'into', 'so', 'many', 'conscious', 'and', 'systematic', 'applications', 'of', 'natural', 'science', 'to', 'the', 'attainment', 'of', 'given', 'useful', 'effects']"," the varied , apparently unconnected , and petrified form of the industrial process now resolve -PRON- into so many conscious and systematic application of natural science to the attainment of give useful effect ."
Capital,Marx,communism,"Technology also discovered the few main fundamental forms of motion, which, despite the diversity of the instruments used, are necessarily taken by every productive action of the human body; just as the science of mechanics sees in the most complicated machinery nothing but the continual repetition of the simple mechanical powers.","Technology also discovered the few main fundamental forms of motion, which, despite the diversity of the instruments used, are necessarily taken by every productive action of the human body; just as the science of mechanics sees in the most complicated machinery nothing but the continual repetition of the simple mechanical powers.",1883,1887,332,"technology also discovered the few main fundamental forms of motion, which, despite the diversity of the instruments used, are necessarily taken by every productive action of the human body; just as the science of mechanics sees in the most complicated machinery nothing but the continual repetition of the simple mechanical powers.","['technology', 'also', 'discovered', 'the', 'few', 'main', 'fundamental', 'forms', 'of', 'motion', 'which', 'despite', 'the', 'diversity', 'of', 'the', 'instruments', 'used', 'are', 'necessarily', 'taken', 'by', 'every', 'productive', 'action', 'of', 'the', 'human', 'body', 'just', 'as', 'the', 'science', 'of', 'mechanics', 'sees', 'in', 'the', 'most', 'complicated', 'machinery', 'nothing', 'but', 'the', 'continual', 'repetition', 'of', 'the', 'simple', 'mechanical', 'powers']"," technology also discover the few main fundamental form of motion , which , despite the diversity of the instrument use , be necessarily take by every productive action of the human body ; just as the science of mechanic see in the most complicated machinery nothing but the continual repetition of the simple mechanical power ."
Capital,Marx,communism,"The Inquiry Commission of had made revelations so terrible, so shocking, and creating such a scandal all over Europe, that to salve its conscience Parliament passed the Mining Act of in which it limited itself to forbidding the employment underground in mines of children under years of age and females.","The Inquiry Commission of had made revelations so terrible, so shocking, and creating such a scandal all over Europe, that to salve its conscience Parliament passed the Mining Act of in which it limited itself to forbidding the employment underground in mines of children under years of age and females.",1883,1887,303,"the inquiry commission of had made revelations so terrible, so shocking, and creating such a scandal all over europe, that to salve its conscience parliament passed the mining act of in which it limited itself to forbidding the employment underground in mines of children under years of age and females.","['the', 'inquiry', 'commission', 'of', 'had', 'made', 'revelations', 'so', 'terrible', 'so', 'shocking', 'and', 'creating', 'such', 'scandal', 'all', 'over', 'europe', 'that', 'to', 'salve', 'its', 'conscience', 'parliament', 'passed', 'the', 'mining', 'act', 'of', 'in', 'which', 'it', 'limited', 'itself', 'to', 'forbidding', 'the', 'employment', 'underground', 'in', 'mines', 'of', 'children', 'under', 'years', 'of', 'age', 'and', 'females']"," the Inquiry Commission of have make revelation so terrible , so shocking , and create such a scandal all over Europe , that to salve -PRON- conscience Parliament pass the Mining Act of in which -PRON- limit -PRON- to forbid the employment underground in mine of child under year of age and female ."
Capital,Marx,communism,"they would report to the chief inspector, who would then bring his scientific knowledge to bear on the facts they have stated?","they would report to the chief inspector, who would then bring his scientific knowledge to bear on the facts they have stated?",1883,1887,126,"they would report to the chief inspector, who would then bring his scientific knowledge to bear on the facts they have stated?","['they', 'would', 'report', 'to', 'the', 'chief', 'inspector', 'who', 'would', 'then', 'bring', 'his', 'scientific', 'knowledge', 'to', 'bear', 'on', 'the', 'facts', 'they', 'have', 'stated']"," -PRON- would report to the chief inspector , who would then bring -PRON- scientific knowledge to bear on the fact -PRON- have state ?"
Capital,Marx,communism,"The irrational, old fashioned methods of agriculture are replaced by scientific ones.","The irrational, old fashioned methods of agriculture are replaced by scientific ones.",1883,1887,85,"the irrational, old fashioned methods of agriculture are replaced by scientific ones.","['the', 'irrational', 'old', 'fashioned', 'methods', 'of', 'agriculture', 'are', 'replaced', 'by', 'scientific', 'ones']"," the irrational , old fashioned method of agriculture be replace by scientific one ."
Capital,Marx,communism,"The latter method is the only materialistic, and therefore the only scientific one.","The latter method is the only materialistic, and therefore the only scientific one.",1883,1887,83,"the latter method is the only materialistic, and therefore the only scientific one.","['the', 'latter', 'method', 'is', 'the', 'only', 'materialistic', 'and', 'therefore', 'the', 'only', 'scientific', 'one']"," the latter method be the only materialistic , and therefore the only scientific one ."
Capital,Marx,communism,"The weak points in the abstract materialism of natural science, a materialism that excludes history and its process, are at once evident from the abstract and ideological conceptions of its spokesmen, whenever they venture beyond the bounds of their own speciality.","The weak points in the abstract materialism of natural science, a materialism that excludes history and its process, are at once evident from the abstract and ideological conceptions of its spokesmen, whenever they venture beyond the bounds of their own speciality.",1883,1887,265,"the weak points in the abstract materialism of natural science, a materialism that excludes history and its process, are at once evident from the abstract and ideological conceptions of its spokesmen, whenever they venture beyond the bounds of their own speciality.","['the', 'weak', 'points', 'in', 'the', 'abstract', 'materialism', 'of', 'natural', 'science', 'materialism', 'that', 'excludes', 'history', 'and', 'its', 'process', 'are', 'at', 'once', 'evident', 'from', 'the', 'abstract', 'and', 'ideological', 'conceptions', 'of', 'its', 'spokesmen', 'whenever', 'they', 'venture', 'beyond', 'the', 'bounds', 'of', 'their', 'own', 'speciality']"," the weak point in the abstract materialism of natural science , a materialism that exclude history and -PRON- process , be at once evident from the abstract and ideological conception of -PRON- spokesman , whenever -PRON- venture beyond the bound of -PRON- own speciality ."
Capital,Marx,communism,"It is only after considerable development of the science of mechanics, and accumulated practical experience, that the form of a machine becomes settled entirely in accordance with mechanical principles, and emancipated from the traditional form of the tool that gave rise to it.","It is only after considerable development of the science of mechanics, and accumulated practical experience, that the form of a machine becomes settled entirely in accordance with mechanical principles, and emancipated from the traditional form of the tool that gave rise to it.",1883,1887,278,"it is only after considerable development of the science of mechanics, and accumulated practical experience, that the form of a machine becomes settled entirely in accordance with mechanical principles, and emancipated from the traditional form of the tool that gave rise to it.","['it', 'is', 'only', 'after', 'considerable', 'development', 'of', 'the', 'science', 'of', 'mechanics', 'and', 'accumulated', 'practical', 'experience', 'that', 'the', 'form', 'of', 'machine', 'becomes', 'settled', 'entirely', 'in', 'accordance', 'with', 'mechanical', 'principles', 'and', 'emancipated', 'from', 'the', 'traditional', 'form', 'of', 'the', 'tool', 'that', 'gave', 'rise', 'to', 'it']"," -PRON- be only after considerable development of the science of mechanic , and accumulate practical experience , that the form of a machine become settle entirely in accordance with mechanical principle , and emancipate from the traditional form of the tool that give rise to -PRON- ."
Capital,Marx,communism,"Science, generally speaking, costs the capitalist nothing, a fact that by no means hinders him from exploiting it.","Science, generally speaking, costs the capitalist nothing, a fact that by no means hinders him from exploiting it.",1883,1887,114,"science, generally speaking, costs the capitalist nothing, a fact that by no means hinders him from exploiting it.","['science', 'generally', 'speaking', 'costs', 'the', 'capitalist', 'nothing', 'fact', 'that', 'by', 'no', 'means', 'hinders', 'him', 'from', 'exploiting', 'it']"," science , generally speak , cost the capitalist nothing , a fact that by no means hinder -PRON- from exploit -PRON- ."
Capital,Marx,communism,The science of others is as much annexed by capital as the labour of others.,The science of others is as much annexed by capital as the labour of others.,1883,1887,76,the science of others is as much annexed by capital as the labour of others.,"['the', 'science', 'of', 'others', 'is', 'as', 'much', 'annexed', 'by', 'capital', 'as', 'the', 'labour', 'of', 'others']", the science of other be as much annex by capital as the labour of other .
Capital,Marx,communism,"Capitalistic appropriation and personal appropriation, whether of science or of material wealth, are, however, totally different things.","Capitalistic appropriation and personal appropriation, whether of science or of material wealth, are, however, totally different things.",1883,1887,136,"capitalistic appropriation and personal appropriation, whether of science or of material wealth, are, however, totally different things.","['capitalistic', 'appropriation', 'and', 'personal', 'appropriation', 'whether', 'of', 'science', 'or', 'of', 'material', 'wealth', 'are', 'however', 'totally', 'different', 'things']"," capitalistic appropriation and personal appropriation , whether of science or of material wealth , be , however , totally different thing ."
Capital,Marx,communism,"Dr. Ure himself deplores the gross ignorance of mechanical science existing among his dear machinery exploiting manufacturers, and Liebig can a tale unfold about the astounding ignorance of chemistry displayed by English chemical manufacturers.","Dr. Ure himself deplores the gross ignorance of mechanical science existing among his dear machinery exploiting manufacturers, and Liebig can a tale unfold about the astounding ignorance of chemistry displayed by English chemical manufacturers.",1883,1887,244,"dr. ure himself deplores the gross ignorance of mechanical science existing among his dear machinery exploiting manufacturers, and liebig can a tale unfold about the astounding ignorance of chemistry displayed by english chemical manufacturers.","['dr', 'ure', 'himself', 'deplores', 'the', 'gross', 'ignorance', 'of', 'mechanical', 'science', 'existing', 'among', 'his', 'dear', 'machinery', 'exploiting', 'manufacturers', 'and', 'liebig', 'can', 'tale', 'unfold', 'about', 'the', 'astounding', 'ignorance', 'of', 'chemistry', 'displayed', 'by', 'english', 'chemical', 'manufacturers']"," Dr. Ure -PRON- deplore the gross ignorance of mechanical science exist among -PRON- dear machinery exploit manufacturer , and Liebig can a tale unfold about the astounding ignorance of chemistry display by english chemical manufacturer ."
Capital,Marx,communism,"See Report of the Social Science Congress, at Edinburgh.","See Report of the Social Science Congress, at Edinburgh.",1883,1887,56,"see report of the social science congress, at edinburgh.","['see', 'report', 'of', 'the', 'social', 'science', 'congress', 'at', 'edinburgh']"," see Report of the Social Science Congress , at Edinburgh ."
Capital,Marx,communism,"Ricardo originally was also of this opinion, but afterwards expressly disclaimed it with the scientific impartiality and love of truth characteristic of him.","Ricardo originally was also of this opinion, but afterwards expressly disclaimed it with the scientific impartiality and love of truth characteristic of him.",1883,1887,157,"ricardo originally was also of this opinion, but afterwards expressly disclaimed it with the scientific impartiality and love of truth characteristic of him.","['ricardo', 'originally', 'was', 'also', 'of', 'this', 'opinion', 'but', 'afterwards', 'expressly', 'disclaimed', 'it', 'with', 'the', 'scientific', 'impartiality', 'and', 'love', 'of', 'truth', 'characteristic', 'of', 'him']"," Ricardo originally be also of this opinion , but afterwards expressly disclaim -PRON- with the scientific impartiality and love of truth characteristic of -PRON- ."
Capital,Marx,communism,"Senior at the seventh annual congress of The National Association for the Promotion of Social Science, in Report of Proceedings, andc., Lond.","Senior at the seventh annual congress of The National Association for the Promotion of Social Science, in Report of Proceedings, andc., Lond.",1883,1887,141,"senior at the seventh annual congress of the national association for the promotion of social science, in report of proceedings, andc., lond.","['senior', 'at', 'the', 'seventh', 'annual', 'congress', 'of', 'the', 'national', 'association', 'for', 'the', 'promotion', 'of', 'social', 'science', 'in', 'report', 'of', 'proceedings', 'andc', 'lond']"," senior at the seventh annual congress of the National Association for the Promotion of Social Science , in Report of Proceedings , andc . , Lond ."
Capital,Marx,communism,"I shall revert to these Acts and to the new Mining Act of in Volume Senior, Social Science Congress, pp.","I shall revert to these Acts and to the new Mining Act of in Volume Senior, Social Science Congress, pp.",1883,1887,104,"i shall revert to these acts and to the new mining act of in volume senior, social science congress, pp.","['shall', 'revert', 'to', 'these', 'acts', 'and', 'to', 'the', 'new', 'mining', 'act', 'of', 'in', 'volume', 'senior', 'social', 'science', 'congress', 'pp']"," -PRON- shall revert to these act and to the new Mining Act of in Volume Senior , Social Science Congress , pp ."
Capital,Marx,communism,"To have developed from the point of view of natural science, the negative,.e., destructive side of modern agriculture, is one of Liebig's immortal merits.","To have developed from the point of view of natural science, the negative,.e., destructive side of modern agriculture, is one of Liebig's immortal merits.",1883,1887,154,"to have developed from the point of view of natural science, the negative,.e., destructive side of modern agriculture, is one of liebig's immortal merits.","['to', 'have', 'developed', 'from', 'the', 'point', 'of', 'view', 'of', 'natural', 'science', 'the', 'negative', 'destructive', 'side', 'of', 'modern', 'agriculture', 'is', 'one', 'of', 'liebig', 'immortal', 'merits']"," to have develop from the point of view of natural science , the negative,.e . , destructive side of modern agriculture , be one of Liebig 's immortal merit ."
Capital,Marx,communism,That in their appearance things often represent themselves in inverted form is pretty well known in every science except Political Economy.,That in their appearance things often represent themselves in inverted form is pretty well known in every science except Political Economy.,1883,1887,139,that in their appearance things often represent themselves in inverted form is pretty well known in every science except political economy.,"['that', 'in', 'their', 'appearance', 'things', 'often', 'represent', 'themselves', 'in', 'inverted', 'form', 'is', 'pretty', 'well', 'known', 'in', 'every', 'science', 'except', 'political', 'economy']", that in -PRON- appearance thing often represent -PRON- in invert form be pretty well know in every science except Political Economy .
Capital,Marx,communism,The former appear directly and spontaneously as current modes of thought; the latter must first be discovered by science.,The former appear directly and spontaneously as current modes of thought; the latter must first be discovered by science.,1883,1887,121,the former appear directly and spontaneously as current modes of thought; the latter must first be discovered by science.,"['the', 'former', 'appear', 'directly', 'and', 'spontaneously', 'as', 'current', 'modes', 'of', 'thought', 'the', 'latter', 'must', 'first', 'be', 'discovered', 'by', 'science']", the former appear directly and spontaneously as current mode of thought ; the latter must first be discover by science .
Capital,Marx,communism,"If the productiveness of labour has, during the using up of these instruments of labour, increased (and it develops continually with the uninterrupted advance of science and technology), more efficient and (considering their increased efficiency), cheaper machines, tools, apparatus, andc.","If the productiveness of labour has, during the using up of these instruments of labour, increased (and it develops continually with the uninterrupted advance of science and technology), more efficient and (considering their increased efficiency), cheaper machines, tools, apparatus, andc.",1883,1887,289,"if the productiveness of labour has, during the using up of these instruments of labour, increased (and it develops continually with the uninterrupted advance of science and technology), more efficient and (considering their increased efficiency), cheaper machines, tools, apparatus, andc.","['if', 'the', 'productiveness', 'of', 'labour', 'has', 'during', 'the', 'using', 'up', 'of', 'these', 'instruments', 'of', 'labour', 'increased', 'and', 'it', 'develops', 'continually', 'with', 'the', 'uninterrupted', 'advance', 'of', 'science', 'and', 'technology', 'more', 'efficient', 'and', 'considering', 'their', 'increased', 'efficiency', 'cheaper', 'machines', 'tools', 'apparatus', 'andc']"," if the productiveness of labour have , during the use up of these instrument of labour , increase ( and -PRON- develop continually with the uninterrupted advance of science and technology ) , more efficient and ( consider -PRON- increase efficiency ) , cheap machine , tool , apparatus , andc ."
Capital,Marx,communism,"Like the increased exploitation of natural wealth by the mere increase in the tension of labour power, science and technology give capital a power of expansion independent of the given magnitude of the capital actually functioning.","Like the increased exploitation of natural wealth by the mere increase in the tension of labour power, science and technology give capital a power of expansion independent of the given magnitude of the capital actually functioning.",1883,1887,231,"like the increased exploitation of natural wealth by the mere increase in the tension of labour power, science and technology give capital a power of expansion independent of the given magnitude of the capital actually functioning.","['like', 'the', 'increased', 'exploitation', 'of', 'natural', 'wealth', 'by', 'the', 'mere', 'increase', 'in', 'the', 'tension', 'of', 'labour', 'power', 'science', 'and', 'technology', 'give', 'capital', 'power', 'of', 'expansion', 'independent', 'of', 'the', 'given', 'magnitude', 'of', 'the', 'capital', 'actually', 'functioning']"," like the increase exploitation of natural wealth by the mere increase in the tension of labour power , science and technology give capital a power of expansion independent of the give magnitude of the capital actually function ."
