title,author,school,sentence_spacy,sentence_str,original_publication_date,corpus_edition_date,sentence_length,sentence_lowered,tokenized_txt,lemmatized_str
Discourse On Method,Descartes,rationalism,"And, in point of fact, the accurate observance of these few precepts gave me, I take the liberty of saying, such ease in unraveling all the questions embraced in these two sciences, that in the two or three months I devoted to their examination, not only did I reach solutions of questions I had formerly deemed exceedingly difficult but even as regards questions of the solution of which I continued ignorant, I was enabled, as it appeared to me, to determine the means whereby, and the extent to which a solution was possible; results attributable to the circumstance that I commenced with the simplest and most general truths, and that thus each truth discovered was a rule available in the discovery of subsequent ones","And, in point of fact, the accurate observance of these few precepts gave me, I take the liberty of saying, such ease in unraveling all the questions embraced in these two sciences, that in the two or three months I devoted to their examination, not only did I reach solutions of questions I had formerly deemed exceedingly difficult but even as regards questions of the solution of which I continued ignorant, I was enabled, as it appeared to me, to determine the means whereby, and the extent to which a solution was possible; results attributable to the circumstance that I commenced with the simplest and most general truths, and that thus each truth discovered was a rule available in the discovery of subsequent ones",1637,2008,722,"and, in point of fact, the accurate observance of these few precepts gave me, i take the liberty of saying, such ease in unraveling all the questions embraced in these two sciences, that in the two or three months i devoted to their examination, not only did i reach solutions of questions i had formerly deemed exceedingly difficult but even as regards questions of the solution of which i continued ignorant, i was enabled, as it appeared to me, to determine the means whereby, and the extent to which a solution was possible; results attributable to the circumstance that i commenced with the simplest and most general truths, and that thus each truth discovered was a rule available in the discovery of subsequent ones","['and', 'in', 'point', 'of', 'fact', 'the', 'accurate', 'observance', 'of', 'these', 'few', 'precepts', 'gave', 'me', 'take', 'the', 'liberty', 'of', 'saying', 'such', 'ease', 'in', 'unraveling', 'all', 'the', 'questions', 'embraced', 'in', 'these', 'two', 'sciences', 'that', 'in', 'the', 'two', 'or', 'three', 'months', 'devoted', 'to', 'their', 'examination', 'not', 'only', 'did', 'reach', 'solutions', 'of', 'questions', 'had', 'formerly', 'deemed', 'exceedingly', 'difficult', 'but', 'even', 'as', 'regards', 'questions', 'of', 'the', 'solution', 'of', 'which', 'continued', 'ignorant', 'was', 'enabled', 'as', 'it', 'appeared', 'to', 'me', 'to', 'determine', 'the', 'means', 'whereby', 'and', 'the', 'extent', 'to', 'which', 'solution', 'was', 'possible', 'results', 'attributable', 'to', 'the', 'circumstance', 'that', 'commenced', 'with', 'the', 'simplest', 'and', 'most', 'general', 'truths', 'and', 'that', 'thus', 'each', 'truth', 'discovered', 'was', 'rule', 'available', 'in', 'the', 'discovery', 'of', 'subsequent', 'ones']"," and , in point of fact , the accurate observance of these few precept give -PRON- , -PRON- take the liberty of say , such ease in unravel all the question embrace in these two science , that in the two or three month -PRON- devote to -PRON- examination , not only do -PRON- reach solution of question -PRON- have formerly deem exceedingly difficult but even as regard question of the solution of which -PRON- continue ignorant , -PRON- be enable , as -PRON- appear to -PRON- , to determine the mean whereby , and the extent to which a solution be possible ; result attributable to the circumstance that -PRON- commence with the simple and most general truth , and that thus each truth discover be a rule available in the discovery of subsequent one"
Discourse On Method,Descartes,rationalism,"besides, I was conscious that by its use my mind was becoming gradually habituated to clearer and more distinct conceptions of its objects; and I hoped also, from not having restricted this method to any particular matter, to apply it to the difficulties of the other sciences, with not less success than to those of algebra.","besides, I was conscious that by its use my mind was becoming gradually habituated to clearer and more distinct conceptions of its objects; and I hoped also, from not having restricted this method to any particular matter, to apply it to the difficulties of the other sciences, with not less success than to those of algebra.",1637,2008,325,"besides, i was conscious that by its use my mind was becoming gradually habituated to clearer and more distinct conceptions of its objects; and i hoped also, from not having restricted this method to any particular matter, to apply it to the difficulties of the other sciences, with not less success than to those of algebra.","['besides', 'was', 'conscious', 'that', 'by', 'its', 'use', 'my', 'mind', 'was', 'becoming', 'gradually', 'habituated', 'to', 'clearer', 'and', 'more', 'distinct', 'conceptions', 'of', 'its', 'objects', 'and', 'hoped', 'also', 'from', 'not', 'having', 'restricted', 'this', 'method', 'to', 'any', 'particular', 'matter', 'to', 'apply', 'it', 'to', 'the', 'difficulties', 'of', 'the', 'other', 'sciences', 'with', 'not', 'less', 'success', 'than', 'to', 'those', 'of', 'algebra']"," besides , -PRON- be conscious that by -PRON- use -PRON- mind be become gradually habituate to clear and more distinct conception of -PRON- object ; and -PRON- hope also , from not have restrict this method to any particular matter , to apply -PRON- to the difficulty of the other science , with not less success than to those of algebra ."
Discourse On Method,Descartes,rationalism,"I should not, however, on this account have ventured at once on the examination of all the difficulties of the sciences which presented themselves to me, for this would have been contrary to the order prescribed in the method, but observing that the knowledge of such is dependent on principles borrowed from philosophy, in which I found nothing certain","I should not, however, on this account have ventured at once on the examination of all the difficulties of the sciences which presented themselves to me, for this would have been contrary to the order prescribed in the method, but observing that the knowledge of such is dependent on principles borrowed from philosophy, in which I found nothing certain",1637,2008,353,"i should not, however, on this account have ventured at once on the examination of all the difficulties of the sciences which presented themselves to me, for this would have been contrary to the order prescribed in the method, but observing that the knowledge of such is dependent on principles borrowed from philosophy, in which i found nothing certain","['should', 'not', 'however', 'on', 'this', 'account', 'have', 'ventured', 'at', 'once', 'on', 'the', 'examination', 'of', 'all', 'the', 'difficulties', 'of', 'the', 'sciences', 'which', 'presented', 'themselves', 'to', 'me', 'for', 'this', 'would', 'have', 'been', 'contrary', 'to', 'the', 'order', 'prescribed', 'in', 'the', 'method', 'but', 'observing', 'that', 'the', 'knowledge', 'of', 'such', 'is', 'dependent', 'on', 'principles', 'borrowed', 'from', 'philosophy', 'in', 'which', 'found', 'nothing', 'certain']"," -PRON- should not , however , on this account have venture at once on the examination of all the difficulty of the science which present -PRON- to -PRON- , for this would have be contrary to the order prescribe in the method , but observe that the knowledge of such be dependent on principle borrow from philosophy , in which -PRON- find nothing certain"
Discourse On Method,Descartes,rationalism,"This principle was sufficient thenceforward to rid me of all those repentings and pangs of remorse that usually disturb the consciences of such feeble and uncertain minds as, destitute of any clear and determinate principle of choice, allow themselves one day to adopt a course of action as the best, which they abandon the next, as the opposite.","This principle was sufficient thenceforward to rid me of all those repentings and pangs of remorse that usually disturb the consciences of such feeble and uncertain minds as, destitute of any clear and determinate principle of choice, allow themselves one day to adopt a course of action as the best, which they abandon the next, as the opposite.",1637,2008,346,"this principle was sufficient thenceforward to rid me of all those repentings and pangs of remorse that usually disturb the consciences of such feeble and uncertain minds as, destitute of any clear and determinate principle of choice, allow themselves one day to adopt a course of action as the best, which they abandon the next, as the opposite.","['this', 'principle', 'was', 'sufficient', 'thenceforward', 'to', 'rid', 'me', 'of', 'all', 'those', 'repentings', 'and', 'pangs', 'of', 'remorse', 'that', 'usually', 'disturb', 'the', 'consciences', 'of', 'such', 'feeble', 'and', 'uncertain', 'minds', 'as', 'destitute', 'of', 'any', 'clear', 'and', 'determinate', 'principle', 'of', 'choice', 'allow', 'themselves', 'one', 'day', 'to', 'adopt', 'course', 'of', 'action', 'as', 'the', 'best', 'which', 'they', 'abandon', 'the', 'next', 'as', 'the', 'opposite']"," this principle be sufficient thenceforward to rid -PRON- of all those repenting and pang of remorse that usually disturb the conscience of such feeble and uncertain mind as , destitute of any clear and determinate principle of choice , allow -PRON- one day to adopt a course of action as the good , which -PRON- abandon the next , as the opposite ."
Discourse On Method,Descartes,rationalism,"And further, I continued to exercise myself in the method I had prescribed; for, besides taking care in general to conduct all my thoughts according to its rules, I reserved some hours from time to time which I expressly devoted to the employment of the method in the solution of mathematical difficulties, or even in the solution likewise of some questions belonging to other sciences, but which, by my having detached them from such principles of these sciences as were of inadequate certainty, were rendered almost mathematical: the truth of this will be manifest from the numerous examples contained in this volume.","And further, I continued to exercise myself in the method I had prescribed; for, besides taking care in general to conduct all my thoughts according to its rules, I reserved some hours from time to time which I expressly devoted to the employment of the method in the solution of mathematical difficulties, or even in the solution likewise of some questions belonging to other sciences, but which, by my having detached them from such principles of these sciences as were of inadequate certainty, were rendered almost mathematical: the truth of this will be manifest from the numerous examples contained in this volume.",1637,2008,619,"and further, i continued to exercise myself in the method i had prescribed; for, besides taking care in general to conduct all my thoughts according to its rules, i reserved some hours from time to time which i expressly devoted to the employment of the method in the solution of mathematical difficulties, or even in the solution likewise of some questions belonging to other sciences, but which, by my having detached them from such principles of these sciences as were of inadequate certainty, were rendered almost mathematical: the truth of this will be manifest from the numerous examples contained in this volume.","['and', 'further', 'continued', 'to', 'exercise', 'myself', 'in', 'the', 'method', 'had', 'prescribed', 'for', 'besides', 'taking', 'care', 'in', 'general', 'to', 'conduct', 'all', 'my', 'thoughts', 'according', 'to', 'its', 'rules', 'reserved', 'some', 'hours', 'from', 'time', 'to', 'time', 'which', 'expressly', 'devoted', 'to', 'the', 'employment', 'of', 'the', 'method', 'in', 'the', 'solution', 'of', 'mathematical', 'difficulties', 'or', 'even', 'in', 'the', 'solution', 'likewise', 'of', 'some', 'questions', 'belonging', 'to', 'other', 'sciences', 'but', 'which', 'by', 'my', 'having', 'detached', 'them', 'from', 'such', 'principles', 'of', 'these', 'sciences', 'as', 'were', 'of', 'inadequate', 'certainty', 'were', 'rendered', 'almost', 'mathematical', 'the', 'truth', 'of', 'this', 'will', 'be', 'manifest', 'from', 'the', 'numerous', 'examples', 'contained', 'in', 'this', 'volume']"," and further , -PRON- continue to exercise -PRON- in the method -PRON- have prescribe ; for , besides take care in general to conduct all -PRON- thought accord to -PRON- rule , -PRON- reserve some hour from time to time which -PRON- expressly devote to the employment of the method in the solution of mathematical difficulty , or even in the solution likewise of some question belong to other science , but which , by -PRON- have detach -PRON- from such principle of these science as be of inadequate certainty , be render almost mathematical : the truth of this will be manifest from the numerous example contain in this volume ."
Discourse On Method,Descartes,rationalism,"I have never made much account of what has proceeded from my own mind; and so long as I gathered no other advantage from the method I employ beyond satisfying myself on some difficulties belonging to the speculative sciences, or endeavoring to regulate my actions according to the principles it taught me, I never thought myself bound to publish anything respecting it.","I have never made much account of what has proceeded from my own mind; and so long as I gathered no other advantage from the method I employ beyond satisfying myself on some difficulties belonging to the speculative sciences, or endeavoring to regulate my actions according to the principles it taught me, I never thought myself bound to publish anything respecting it.",1637,2008,369,"i have never made much account of what has proceeded from my own mind; and so long as i gathered no other advantage from the method i employ beyond satisfying myself on some difficulties belonging to the speculative sciences, or endeavoring to regulate my actions according to the principles it taught me, i never thought myself bound to publish anything respecting it.","['have', 'never', 'made', 'much', 'account', 'of', 'what', 'has', 'proceeded', 'from', 'my', 'own', 'mind', 'and', 'so', 'long', 'as', 'gathered', 'no', 'other', 'advantage', 'from', 'the', 'method', 'employ', 'beyond', 'satisfying', 'myself', 'on', 'some', 'difficulties', 'belonging', 'to', 'the', 'speculative', 'sciences', 'or', 'endeavoring', 'to', 'regulate', 'my', 'actions', 'according', 'to', 'the', 'principles', 'it', 'taught', 'me', 'never', 'thought', 'myself', 'bound', 'to', 'publish', 'anything', 'respecting', 'it']"," -PRON- have never make much account of what have proceed from -PRON- own mind ; and so long as -PRON- gather no other advantage from the method -PRON- employ beyond satisfy -PRON- on some difficulty belong to the speculative science , or endeavor to regulate -PRON- action accord to the principle -PRON- teach -PRON- , -PRON- never think -PRON- bind to publish anything respect -PRON- ."
Discourse On Method,Descartes,rationalism,"It is true that the science of medicine, as it now exists, contains few things whose utility is very remarkable: but without any wish to depreciate it, I am confident that there is no one, even among those whose profession it is, who does not admit that all at present known in it is almost nothing in comparison of what remains to be discovered; and that we could free ourselves from an infinity of maladies of body as well as of mind, and perhaps also even from the debility of age, if we had sufficiently ample knowledge of their causes, and of all the remedies provided for us by nature.","It is true that the science of medicine, as it now exists, contains few things whose utility is very remarkable: but without any wish to depreciate it, I am confident that there is no one, even among those whose profession it is, who does not admit that all at present known in it is almost nothing in comparison of what remains to be discovered; and that we could free ourselves from an infinity of maladies of body as well as of mind, and perhaps also even from the debility of age, if we had sufficiently ample knowledge of their causes, and of all the remedies provided for us by nature.",1637,2008,591,"it is true that the science of medicine, as it now exists, contains few things whose utility is very remarkable: but without any wish to depreciate it, i am confident that there is no one, even among those whose profession it is, who does not admit that all at present known in it is almost nothing in comparison of what remains to be discovered; and that we could free ourselves from an infinity of maladies of body as well as of mind, and perhaps also even from the debility of age, if we had sufficiently ample knowledge of their causes, and of all the remedies provided for us by nature.","['it', 'is', 'true', 'that', 'the', 'science', 'of', 'medicine', 'as', 'it', 'now', 'exists', 'contains', 'few', 'things', 'whose', 'utility', 'is', 'very', 'remarkable', 'but', 'without', 'any', 'wish', 'to', 'depreciate', 'it', 'am', 'confident', 'that', 'there', 'is', 'no', 'one', 'even', 'among', 'those', 'whose', 'profession', 'it', 'is', 'who', 'does', 'not', 'admit', 'that', 'all', 'at', 'present', 'known', 'in', 'it', 'is', 'almost', 'nothing', 'in', 'comparison', 'of', 'what', 'remains', 'to', 'be', 'discovered', 'and', 'that', 'we', 'could', 'free', 'ourselves', 'from', 'an', 'infinity', 'of', 'maladies', 'of', 'body', 'as', 'well', 'as', 'of', 'mind', 'and', 'perhaps', 'also', 'even', 'from', 'the', 'debility', 'of', 'age', 'if', 'we', 'had', 'sufficiently', 'ample', 'knowledge', 'of', 'their', 'causes', 'and', 'of', 'all', 'the', 'remedies', 'provided', 'for', 'us', 'by', 'nature']"," -PRON- be true that the science of medicine , as -PRON- now exist , contain few thing whose utility be very remarkable : but without any wish to depreciate -PRON- , -PRON- be confident that there be no one , even among those whose profession -PRON- be , who do not admit that all at present know in -PRON- be almost nothing in comparison of what remain to be discover ; and that -PRON- could free -PRON- from an infinity of malady of body as well as of mind , and perhaps also even from the debility of age , if -PRON- have sufficiently ample knowledge of -PRON- cause , and of all the remedy provide for -PRON- by nature ."
Discourse On Method,Descartes,rationalism,"But since I designed to employ my whole life in the search after so necessary a science, and since I had fallen in with a path which seems to me such, that if any one follow it he must inevitably reach the end desired, unless he be hindered either by the shortness of life or the want of experiments, I judged that there could be no more effectual provision against these two impediments than if I were faithfully to communicate to the public all the little I might myself have found, and incite men of superior genius to strive to proceed farther, by contributing, each according to his inclination and ability, to the experiments which it would be necessary to make, and also by informing the public of all they might discover, so that, by the last beginning where those before them had left off, and thus connecting the lives and labours of many, we might collectively proceed much farther than each by himself could do.","But since I designed to employ my whole life in the search after so necessary a science, and since I had fallen in with a path which seems to me such, that if any one follow it he must inevitably reach the end desired, unless he be hindered either by the shortness of life or the want of experiments, I judged that there could be no more effectual provision against these two impediments than if I were faithfully to communicate to the public all the little I might myself have found, and incite men of superior genius to strive to proceed farther, by contributing, each according to his inclination and ability, to the experiments which it would be necessary to make, and also by informing the public of all they might discover, so that, by the last beginning where those before them had left off, and thus connecting the lives and labours of many, we might collectively proceed much farther than each by himself could do.",1637,2008,923,"but since i designed to employ my whole life in the search after so necessary a science, and since i had fallen in with a path which seems to me such, that if any one follow it he must inevitably reach the end desired, unless he be hindered either by the shortness of life or the want of experiments, i judged that there could be no more effectual provision against these two impediments than if i were faithfully to communicate to the public all the little i might myself have found, and incite men of superior genius to strive to proceed farther, by contributing, each according to his inclination and ability, to the experiments which it would be necessary to make, and also by informing the public of all they might discover, so that, by the last beginning where those before them had left off, and thus connecting the lives and labours of many, we might collectively proceed much farther than each by himself could do.","['but', 'since', 'designed', 'to', 'employ', 'my', 'whole', 'life', 'in', 'the', 'search', 'after', 'so', 'necessary', 'science', 'and', 'since', 'had', 'fallen', 'in', 'with', 'path', 'which', 'seems', 'to', 'me', 'such', 'that', 'if', 'any', 'one', 'follow', 'it', 'he', 'must', 'inevitably', 'reach', 'the', 'end', 'desired', 'unless', 'he', 'be', 'hindered', 'either', 'by', 'the', 'shortness', 'of', 'life', 'or', 'the', 'want', 'of', 'experiments', 'judged', 'that', 'there', 'could', 'be', 'no', 'more', 'effectual', 'provision', 'against', 'these', 'two', 'impediments', 'than', 'if', 'were', 'faithfully', 'to', 'communicate', 'to', 'the', 'public', 'all', 'the', 'little', 'might', 'myself', 'have', 'found', 'and', 'incite', 'men', 'of', 'superior', 'genius', 'to', 'strive', 'to', 'proceed', 'farther', 'by', 'contributing', 'each', 'according', 'to', 'his', 'inclination', 'and', 'ability', 'to', 'the', 'experiments', 'which', 'it', 'would', 'be', 'necessary', 'to', 'make', 'and', 'also', 'by', 'informing', 'the', 'public', 'of', 'all', 'they', 'might', 'discover', 'so', 'that', 'by', 'the', 'last', 'beginning', 'where', 'those', 'before', 'them', 'had', 'left', 'off', 'and', 'thus', 'connecting', 'the', 'lives', 'and', 'labours', 'of', 'many', 'we', 'might', 'collectively', 'proceed', 'much', 'farther', 'than', 'each', 'by', 'himself', 'could', 'do']"," but since -PRON- design to employ -PRON- whole life in the search after so necessary a science , and since -PRON- have fall in with a path which seem to -PRON- such , that if any one follow -PRON- -PRON- must inevitably reach the end desire , unless -PRON- be hinder either by the shortness of life or the want of experiment , -PRON- judge that there could be no more effectual provision against these two impediment than if -PRON- be faithfully to communicate to the public all the little -PRON- may -PRON- have find , and incite man of superior genius to strive to proceed farther , by contribute , each accord to -PRON- inclination and ability , to the experiment which -PRON- would be necessary to make , and also by inform the public of all -PRON- may discover , so that , by the last beginning where those before -PRON- have leave off , and thus connect the life and labour of many , -PRON- may collectively proceed much farther than each by -PRON- could do ."
Discourse On Method,Descartes,rationalism,"; for it is much the same with those who gradually discover truth in the sciences, as with those who when growing rich find less difficulty in making great acquisitions, than they formerly experienced when poor in making acquisitions of much smaller amount.","; for it is much the same with those who gradually discover truth in the sciences, as with those who when growing rich find less difficulty in making great acquisitions, than they formerly experienced when poor in making acquisitions of much smaller amount.",1637,2008,257,"; for it is much the same with those who gradually discover truth in the sciences, as with those who when growing rich find less difficulty in making great acquisitions, than they formerly experienced when poor in making acquisitions of much smaller amount.","['for', 'it', 'is', 'much', 'the', 'same', 'with', 'those', 'who', 'gradually', 'discover', 'truth', 'in', 'the', 'sciences', 'as', 'with', 'those', 'who', 'when', 'growing', 'rich', 'find', 'less', 'difficulty', 'in', 'making', 'great', 'acquisitions', 'than', 'they', 'formerly', 'experienced', 'when', 'poor', 'in', 'making', 'acquisitions', 'of', 'much', 'smaller', 'amount']"," ; for -PRON- be much the same with those who gradually discover truth in the science , as with those who when grow rich find less difficulty in make great acquisition , than -PRON- formerly experience when poor in make acquisition of much small amount ."
Discourse On Method,Descartes,rationalism,"As for myself, if I have succeeded in discovering any truths in the sciences (and I trust that what is contained in this volume I will show that I have found some), I can declare that they are but the consequences and results of five or six principal difficulties which I have surmounted, and my encounters with which I reckoned as battles in which victory declared for me.","As for myself, if I have succeeded in discovering any truths in the sciences (and I trust that what is contained in this volume I will show that I have found some), I can declare that they are but the consequences and results of five or six principal difficulties which I have surmounted, and my encounters with which I reckoned as battles in which victory declared for me.",1637,2008,373,"as for myself, if i have succeeded in discovering any truths in the sciences (and i trust that what is contained in this volume i will show that i have found some), i can declare that they are but the consequences and results of five or six principal difficulties which i have surmounted, and my encounters with which i reckoned as battles in which victory declared for me.","['as', 'for', 'myself', 'if', 'have', 'succeeded', 'in', 'discovering', 'any', 'truths', 'in', 'the', 'sciences', 'and', 'trust', 'that', 'what', 'is', 'contained', 'in', 'this', 'volume', 'will', 'show', 'that', 'have', 'found', 'some', 'can', 'declare', 'that', 'they', 'are', 'but', 'the', 'consequences', 'and', 'results', 'of', 'five', 'or', 'six', 'principal', 'difficulties', 'which', 'have', 'surmounted', 'and', 'my', 'encounters', 'with', 'which', 'reckoned', 'as', 'battles', 'in', 'which', 'victory', 'declared', 'for', 'me']"," as for -PRON- , if -PRON- have succeed in discover any truth in the science ( and -PRON- trust that what be contain in this volume -PRON- will show that -PRON- have find some ) , -PRON- can declare that -PRON- be but the consequence and result of five or six principal difficulty which -PRON- have surmount , and -PRON- encounter with which -PRON- reckon as battle in which victory declare for -PRON- ."
Discourse On Method,Descartes,rationalism,"And I thought that it was easy for me to select some matters which should neither be obnoxious to much controversy, nor should compel me to expound more of my principles than I desired, and which should yet be sufficient clearly to exhibit what I can or cannot accomplish in the sciences.","And I thought that it was easy for me to select some matters which should neither be obnoxious to much controversy, nor should compel me to expound more of my principles than I desired, and which should yet be sufficient clearly to exhibit what I can or cannot accomplish in the sciences.",1637,2008,288,"and i thought that it was easy for me to select some matters which should neither be obnoxious to much controversy, nor should compel me to expound more of my principles than i desired, and which should yet be sufficient clearly to exhibit what i can or cannot accomplish in the sciences.","['and', 'thought', 'that', 'it', 'was', 'easy', 'for', 'me', 'to', 'select', 'some', 'matters', 'which', 'should', 'neither', 'be', 'obnoxious', 'to', 'much', 'controversy', 'nor', 'should', 'compel', 'me', 'to', 'expound', 'more', 'of', 'my', 'principles', 'than', 'desired', 'and', 'which', 'should', 'yet', 'be', 'sufficient', 'clearly', 'to', 'exhibit', 'what', 'can', 'or', 'cannot', 'accomplish', 'in', 'the', 'sciences']"," and -PRON- think that -PRON- be easy for -PRON- to select some matter which should neither be obnoxious to much controversy , nor should compel -PRON- to expound more of -PRON- principle than -PRON- desire , and which should yet be sufficient clearly to exhibit what -PRON- can or can not accomplish in the science ."
Discourse On Method,Descartes,rationalism,"In conclusion, I am unwilling here to say anything very specific of the progress which I expect to make for the future in the sciences, or to bind myself to the public by any promise which I am not certain of being able to fulfill; but this only will I say, that I have resolved to devote what time","In conclusion, I am unwilling here to say anything very specific of the progress which I expect to make for the future in the sciences, or to bind myself to the public by any promise which I am not certain of being able to fulfill; but this only will I say, that I have resolved to devote what time",1637,2008,298,"in conclusion, i am unwilling here to say anything very specific of the progress which i expect to make for the future in the sciences, or to bind myself to the public by any promise which i am not certain of being able to fulfill; but this only will i say, that i have resolved to devote what time","['in', 'conclusion', 'am', 'unwilling', 'here', 'to', 'say', 'anything', 'very', 'specific', 'of', 'the', 'progress', 'which', 'expect', 'to', 'make', 'for', 'the', 'future', 'in', 'the', 'sciences', 'or', 'to', 'bind', 'myself', 'to', 'the', 'public', 'by', 'any', 'promise', 'which', 'am', 'not', 'certain', 'of', 'being', 'able', 'to', 'fulfill', 'but', 'this', 'only', 'will', 'say', 'that', 'have', 'resolved', 'to', 'devote', 'what', 'time']"," in conclusion , -PRON- be unwilling here to say anything very specific of the progress which -PRON- expect to make for the future in the science , or to bind -PRON- to the public by any promise which -PRON- be not certain of be able to fulfill ; but this only will -PRON- say , that -PRON- have resolve to devote what time"
Meditations On First Philosophy,Descartes,rationalism,"And finally, since there are several people who know that I have developed a particular method for resolving all difficulties in the sciences not indeed a new one, for nothing is older than truth, but one they have seen me use with some success in other areas they have insistently urged me to do this; and therefore I decided it was my duty to make an effort in this area as well.","And finally, since there are several people who know that I have developed a particular method for resolving all difficulties in the sciences not indeed a new one, for nothing is older than truth, but one they have seen me use with some success in other areas they have insistently urged me to do this; and therefore I decided it was my duty to make an effort in this area as well.",1641,2008,381,"and finally, since there are several people who know that i have developed a particular method for resolving all difficulties in the sciences not indeed a new one, for nothing is older than truth, but one they have seen me use with some success in other areas they have insistently urged me to do this; and therefore i decided it was my duty to make an effort in this area as well.","['and', 'finally', 'since', 'there', 'are', 'several', 'people', 'who', 'know', 'that', 'have', 'developed', 'particular', 'method', 'for', 'resolving', 'all', 'difficulties', 'in', 'the', 'sciences', 'not', 'indeed', 'new', 'one', 'for', 'nothing', 'is', 'older', 'than', 'truth', 'but', 'one', 'they', 'have', 'seen', 'me', 'use', 'with', 'some', 'success', 'in', 'other', 'areas', 'they', 'have', 'insistently', 'urged', 'me', 'to', 'do', 'this', 'and', 'therefore', 'decided', 'it', 'was', 'my', 'duty', 'to', 'make', 'an', 'effort', 'in', 'this', 'area', 'as', 'well']"," and finally , since there be several people who know that -PRON- have develop a particular method for resolve all difficulty in the science not indeed a new one , for nothing be old than truth , but one -PRON- have see -PRON- use with some success in other area -PRON- have insistently urge -PRON- to do this ; and therefore -PRON- decide -PRON- be -PRON- duty to make an effort in this area as well ."
Meditations On First Philosophy,Descartes,rationalism,"have already touched on questions concerning God and the human mind a few years ago in the Discourse on the Method of Rightly Conducting One's Reason and of Seeking for Truth in the Sciences, published in French in.","have already touched on questions concerning God and the human mind a few years ago in the Discourse on the Method of Rightly Conducting One's Reason and of Seeking for Truth in the Sciences, published in French in.",1641,2008,215,"have already touched on questions concerning god and the human mind a few years ago in the discourse on the method of rightly conducting one's reason and of seeking for truth in the sciences, published in french in.","['have', 'already', 'touched', 'on', 'questions', 'concerning', 'god', 'and', 'the', 'human', 'mind', 'few', 'years', 'ago', 'in', 'the', 'discourse', 'on', 'the', 'method', 'of', 'rightly', 'conducting', 'one', 'reason', 'and', 'of', 'seeking', 'for', 'truth', 'in', 'the', 'sciences', 'published', 'in', 'french', 'in']"," have already touch on question concern God and the human mind a few year ago in the discourse on the method of rightly conduct one 's reason and of seek for truth in the Sciences , publish in French in ."
Meditations On First Philosophy,Descartes,rationalism,"the the reasons are set out why we can doubt of all things, especially material things: that is, as long as we have no foundations for the sciences other than those we have had up to now.","the the reasons are set out why we can doubt of all things, especially material things: that is, as long as we have no foundations for the sciences other than those we have had up to now.",1641,2008,187,"the the reasons are set out why we can doubt of all things, especially material things: that is, as long as we have no foundations for the sciences other than those we have had up to now.","['the', 'the', 'reasons', 'are', 'set', 'out', 'why', 'we', 'can', 'doubt', 'of', 'all', 'things', 'especially', 'material', 'things', 'that', 'is', 'as', 'long', 'as', 'we', 'have', 'no', 'foundations', 'for', 'the', 'sciences', 'other', 'than', 'those', 'we', 'have', 'had', 'up', 'to', 'now']"," the the reason be set out why -PRON- can doubt of all thing , especially material thing : that is , as long as -PRON- have no foundation for the science other than those -PRON- have have up to now ."
Meditations On First Philosophy,Descartes,rationalism,"Hence I saw that at some stage in my life the whole structure would have to be utterly demolished, and that I should have to begin again from the bottom up if I wished to construct something lasting and unshakeable in the sciences.","Hence I saw that at some stage in my life the whole structure would have to be utterly demolished, and that I should have to begin again from the bottom up if I wished to construct something lasting and unshakeable in the sciences.",1641,2008,231,"hence i saw that at some stage in my life the whole structure would have to be utterly demolished, and that i should have to begin again from the bottom up if i wished to construct something lasting and unshakeable in the sciences.","['hence', 'saw', 'that', 'at', 'some', 'stage', 'in', 'my', 'life', 'the', 'whole', 'structure', 'would', 'have', 'to', 'be', 'utterly', 'demolished', 'and', 'that', 'should', 'have', 'to', 'begin', 'again', 'from', 'the', 'bottom', 'up', 'if', 'wished', 'to', 'construct', 'something', 'lasting', 'and', 'unshakeable', 'in', 'the', 'sciences']"," hence -PRON- see that at some stage in -PRON- life the whole structure would have to be utterly demolish , and that -PRON- should have to begin again from the bottom up if -PRON- wish to construct something last and unshakeable in the science ."
Meditations On First Philosophy,Descartes,rationalism,"And now I seem to glimpse a path by which, from this contemplation of the true God, in whom indeed all the treasures of the sciences and wisdom lie hidden, we can pass to the knowledge of other things.","And now I seem to glimpse a path by which, from this contemplation of the true God, in whom indeed all the treasures of the sciences and wisdom lie hidden, we can pass to the knowledge of other things.",1641,2008,201,"and now i seem to glimpse a path by which, from this contemplation of the true god, in whom indeed all the treasures of the sciences and wisdom lie hidden, we can pass to the knowledge of other things.","['and', 'now', 'seem', 'to', 'glimpse', 'path', 'by', 'which', 'from', 'this', 'contemplation', 'of', 'the', 'true', 'god', 'in', 'whom', 'indeed', 'all', 'the', 'treasures', 'of', 'the', 'sciences', 'and', 'wisdom', 'lie', 'hidden', 'we', 'can', 'pass', 'to', 'the', 'knowledge', 'of', 'other', 'things']"," and now -PRON- seem to glimpse a path by which , from this contemplation of the true God , in whom indeed all the treasure of the science and wisdom lie hide , -PRON- can pass to the knowledge of other thing ."
